port_name,closest_name,closest_distance
NASSAU,CLIFTON PIER,22177.17333714216
NATAL,CABEDELO,137678.2878251124
NAURU,TARAWA ATOLL,700438.6118953209
NAVPLIO,SPETSES,46490.8474571158
NAWILIWILI BAY,AHUKINI LANDING,5819.330454729488
NEIAFU,PANGAI,133543.51391553154
NEKSO,RONNE,27827.954689104517
NELSON,TARAKOHE,55603.387164004926
NEMRUT LIMANI BAY,ALIAGA,7552.313024217395
NEVELSK,KHOLMSK,44846.24589365527
NEW BEDFORD,FALL RIVER,22049.83853540973
NEW BERN,BAYBORO,26361.05418655511
NEW CASTLE,DEEPWATER POINT,7015.8830757656915
NEW HARBOR,PEMAQUID BEACH,4008.3297588160926
NEW HAVEN,BRIDGEPORT,23509.84030472584
NEW HOLLAND,KINGSTON UPON HULL,7808.265931369954
NEW LONDON,NOANK,9135.133326476598
NEW MANGALORE,AZHIKAL (AZHIKKAL),122960.04561306514
NEW PLYMOUTH,WANGANUI,130411.37391331597
NEW YORK CITY,JERSEY CITY,2325.5302461474103
NEWARK,BAYONNE,4604.964274566656
NEWBURGH,POUGHKEEPSIE,22624.30959966184
NEWBURYPORT,ROCKPORT,26363.046553599237
NEWCASTLE,SYDNEY,118708.03844181409
NEWLYN,PENZANCE,2201.684001552984
NEWPORT,QUONSET POINT,10800.385903937069
NEWPORT BEACH,LONG BEACH,31069.951778447088
NEWPORT NEWS,NORFOLK,17573.556878698277
NGHE TINH,HAI PHONG,257575.6546478135
NHA TRANG,VINH CAM RANH,41411.0027031491
NIAQORNAT,UUMMANNAQ HARBOR,57115.241152931354
NICARO,FELTON,5520.332976579989
NIEUW NICKERIE,NEW AMSTERDAM,66152.18809559706
NIEUWPOORT,OOSTENDE,16080.814539363373
NIIGATA KO,EASTERN PART OF NIIGATA-KO,19543.170943846977
NIKISKI,KENAI,16514.410881847252
NIKOL SKOYE,PETROPAVLOVSK,533963.601750663
NIKOLAYEVSK NA AMUR,LAZAREV,114797.01116678916
NINILCHIK,SNUG HARBOR,50232.52905526042
NOME,SOLOMON,48940.345466974875
NONOPAPA,PORT ALLEN,67171.17585503346
NORDENHAM,BREMERHAVEN,8639.472008728337
NORFOLK,PORTSMOUTH,3706.466307549494
NORHEIMSUND,VAKSDAL,26290.780900706995
NORTH PULAU LAUT COAL TERMINAL,KOTA BARU,8277.465985759341
NORTHEAST HARBOR,SOUTHWEST HARBOR,3236.335634461951
NORWALK,SOUTHPORT,11768.473027387548
NORWICH,NEW LONDON,18532.553927947618
NOSHIRO KO,AKITA-FUNAKAWA KO,42624.862914770114
NOUAKCHOTT,ST LOUIS,230055.61566154967
NOWY PORT,PORT POLNOCHNY,3728.9546873190975
NUEVA GERONA,MARIEL,118719.28094220748
NUKU ALOFA,PANGAI,172689.22498237985
NY ALESUND,BARENTSBURG,107216.47744362791
NYBORG,KERTEMINDE,17051.273658540216
NYKOBING (FALSTER),NYSTED,14035.057462277986
NYNASHAMN,SODERTALJE,36341.04174822512
O0KIHAMA,HIMEJI,6090.8132727381635
OAKVILLE,BRONTE,5481.523203915693
OCEAN CITY,SALISBURY,45207.119862961736
OCHO RIOS,RIO BUENO,37335.95327921279
OCONTO,MARINETTE,27427.335147769467
ODENSE,KERTEMINDE,18255.245235687442
OGDENSBURG,LOWER LAKES TERMINAL,4546.951950909867
OGUENDJO TERMINAL,PORT GENTIL,86230.66528079465
OITA KO,BEPPU,15791.427703243182
OKA SUR LE LAC,HUDSON,3899.190115566968
OKHA,MOSKAL VO,33225.97624124412
OLBIA,LA MADDALENA,32270.724635705308
OLEUM,SOUTH VALLEJO,3983.3171013831325
OLYMPIA,NISQUALLY HEAD,13562.64758866074
ONAGAWA,ISHINOMAKI KO,12877.075953683994
ONAHAMA KO,HITACHI,53728.12570629143
ONNE,OKRIKA,8265.771726468327
ONODA,UBE KO,8730.121966603992
ONTONAGON,HOUGHTON,63666.22637597799
ORCA,CORDOVA,4604.604367512518
ORDU,GIRESUN,44009.37612304353
ORISTANO,PORTO DI ORISTANO,0.0
ORISTANO,ORISTANO,0.0
ORMOS MIKRO VATHI,DHIAVLOS STENO,1853.2887513256644
ORNES,GLOMFJORD,12918.86193856189
ORNSKOLDSVIK,DOMSJO,2031.9464042761842
ORO BAY,PORT MORESBY,161765.90051686074
OSTROVNOY GREMIKHA,BOLSHAYA PIRYU GUBA,268680.36021818535
OTARU KO,ISHIKARI BAY NEW PORT,21691.69678793878
OTTAWA,HULL,0.0
OTTAWA,OTTAWA,0.0
OWASE KO,SHINGU,49420.81842386005
OWEN SOUND,WIARTON,24364.297613290066
PADLOPING ISLAND,PANGNIRTUNG,166662.99653414884
PAGADIAN,MARGOSATUBIG,40449.85066256316
PAGO PAGO HARBOR,APIA,129505.51072429262
PAKHI OIL TERMINAL,MEGARA OIL TERMINAL,1461.0750158258472
PALACIOS,PORT OCONNOR,31523.333712262185
PALAMOS,LAS HORMIGAS,6650.528823804988
PALANCA TERMINAL,ESTRELA OIL FIELD,55597.55058874206
PALEMBANG,SUNGAIGERONG,7402.885990335291
PANAJI,MARMAGAO,7625.197256369399
PANAMA CITY,PORT ST JOE,47652.26004241258
PANARUKAN,PROBOLINGGO,78991.382298775
PANGAI,NEIAFU,133543.51391553154
PANGNIRTUNG,PADLOPING ISLAND,166662.99653414884
PAPEETE,UTUROA,217384.29693417
PARADIP,HALDIA PORT,242785.7181648984
PARAMARIBO,PARANAM,25196.037689177854
PARANAM,PARAMARIBO,25196.037689177854
PATANI,TERNATE,158864.79933869623
PATCHOGUE,PORT JEFFERSON,22935.038715775034
PATRAI,MESOLONGION,30524.035554023558
PAULATUK,PEARCE POINT,73261.01087506127
PAULSBORO,CHESTER,8536.721346397928
PEARCE POINT,PAULATUK,73261.01087506127
PEBANE,PORTO BELO,113281.2938612695
PELABUHAN SUNGAI UDANG,MELAKA,14104.988802046502
PELEE I NORTH WHARF,PELEE I WEST DOCK,5728.866625994376
PELEE I WEST DOCK,PELEE I NORTH WHARF,5728.866625994376
PELICAN,ELFIN COVE,26836.674413465946
PELOTAS,RIO GRANDE,37894.83306150759
PEMAQUID BEACH,SOUTH BRISTOL,1336.136659901296
PEMBA,IBO,71552.1439670357
PENCO,LIRQUEN,1485.599531758917
PENETANGUISHENE,MIDLAND,2272.9491437637253
PENG-HU KANG,MAILIAO,68219.10297306531
PENGLAI,LONGKOU GANG,52492.81627230245
PENZANCE,NEWLYN,2201.684001552984
PEPEL,FREETOWN,22187.22291874044
PEPILLO SALCEDO,CAP HAITIEN,47679.07970314187
PERAMA,AYIOS NIKOLAOS,3459.955105873912
PERTH AMBOY,SOUTH AMBOY,1853.288751325168
PETERHEAD,FRASERBURGH HARBOR,24130.96034081414
PETOSKEY,HARBOR SPRINGS,7526.269179951585
PEVEK,AMBARCHIK,308259.9811303568
PHILADELPHIA,PHILADELPHIA,0.0
PHILADELPHIA,CAMDEN,0.0
PHSAR REAM,KAMPONG SAOM,18419.965641482326
PHUKET,KRABI,62535.02642860969
PICHILINGUE,LA PAZ,11247.219226463214
PICTON,BELLEVILLE,25951.789081703602
PICTON,NELSON,62703.874343271746
PIEROWALL,KETTLETOFT,23009.870950781777
PILOS,KALAMATA,42035.6660259217
PIMENTAL,PUERTO BAYOVAR,166114.40558182722
PIPAVAV BANDAR,HAZIRA,117392.38753420042
PITEA,BRANNFORS,33683.81578164457
PITUFFIK (THULE AIR BASE),POND INLET,479587.43072990753
PLAYA DE GUAYANILLA,PLAYA DE PONCE,16290.213204637166
PLAYA DE HUMACAO,ENSENADA HONDA,14381.498488048455
PLOMARION,MITILINI,21601.900312621383
PLYMOUTH,FOWEY HARBOUR,34493.67011067289
PLYMOUTH,SCITUATE,28103.425762305014
PLYMOUTH,EDENTON,23655.801288090977
POHANG,ULSAN,66734.0122871411
POINT EDWARD,PORT HURON,1355.3282632803212
POINT MURAT,ONSLOW,96479.97306623585
POINTE A PITRE,PORT LOUIS,20385.84267927318
POINTE NOIRE,SEPT ILES,8027.141276691263
POLENG OIL FIELD,GRESIK,62909.75084598894
POLICE POINT,PEARCE POINT,86294.51695327021
POND INLET,PITUFFIK (THULE AIR BASE),479587.43072990753
PONTIANAK,KUCHING,209221.300720655
POOLE HARBOUR,YARMOUTH HARBOUR,31752.69574935969
PORBANDAR,SIKKA,92149.88061737274
PORONAYSK,LESOGORSK,76965.3466169745
PORPOISE HARBOR,PRINCE RUPERT,11583.881732718577
PORT ALBERNI,NANOOSE HARBOR,48530.74213602395
PORT ALEXANDER,PORT CONCLUSION,2059.202330089454
PORT ALICE,BERGH COVE,20430.447555746774
PORT ALLEN,NAWILIWILI BAY,24702.722451414964
PORT ALUCROIX,LIMETREE BAY,1765.5568064529332
PORT ANGELES,ESQUIMALT HARBOR,35211.70790946921
PORT ARMSTRONG,PORT CONCLUSION,5654.158345784615
PORT AU PRINCE,JACMEL,40175.606022350505
PORT AUX BASQUES,ST GEORGE'S,110596.16674903629
PORT BAYSIDE NB,EASTPORT,30195.174146074918
PORT BERINGOVSKY,PROVIDENIYA,393485.3010899077
PORT BONYTHON,WHYALLA,17192.32747602021
PORT CARTIER,POINTE NOIRE,26032.244193238264
PORT CHESTER,GREENWICH,4586.572302897706
PORT CHILKOOT,PORT CHILKOOT,0.0
PORT CHILKOOT,HAINES,0.0
PORT CLEMENTS,MASSET HARBOR,37129.539325126054
PORT CLINTON,PUT IN BAY,17719.099262683714
PORT CLYDE,FRIENDSHIP,8684.925856010928
PORT COLBORNE,WELLAND,12972.79886907351
PORT CONCLUSION,PORT ALEXANDER,2059.202330089454
PORT COSTA,BENICIA,2918.7428224178398
PORT CREDIT,CLARKSON,5719.842432285225
PORT DALRYMPLE,BEAUTY POINT,2319.995653773214
PORT DE BECANCOUR,TROIS RIVIERES,13942.717505358009
PORT DE PROPRIANO,PORT D' AJACCIO,28771.121471884737
PORT DE SALVADOR,ARATU,20465.745109118772
PORT DE ST PIERRE,GRAND BANK,47333.556167300754
PORT DIKSON,UST-PORT,447675.56205999013
PORT ELGIN,SOUTHAMPTON,7530.108031423052
PORT ELIZABETH,EAST LONDON,237167.90178715863
PORT EVERGLADES,MIAMI,35837.23802381352
PORT FOSTER,ADMIRALTY BAY,149069.315411321
PORT GAMBLE,POULSBO,13895.926955296933
PORT HARCOURT,OKRIKA,10779.0078232991
PORT HARDY,COAL HARBOR,14764.274220264915
PORT HASTINGS,PORT HAWKESBURY,4522.71985943919
PORT HAWKESBURY,PORT HASTINGS,4522.71985943919
PORT HEIDEN,CHIGNIK,67413.96220457561
PORT HOBRON,MCCORD,2734.0691524804834
PORT HOPE,COBOURG,9523.01592042735
PORT HUON,DOVER,17163.95378113364
PORT HURON,POINT EDWARD,1355.3282632803212
PORT INGLESIDE,PORT ARANSAS,13242.07140640319
PORT INLAND,MANISTIQUE,29689.800658374374
PORT ISABEL,BROWNSVILLE,24884.290098667512
PORT JEFFERSON,PATCHOGUE,22935.038715775034
PORT KLANG,PORT DICKSON,67121.61290899085
PORT LATTA,STANLEY,11216.255966245963
PORT LAVACA,PORT OCONNOR,28132.830681255407
PORT LOCKROY,MELCHIOR HARBOR,60507.3726829738
PORT LOUIS,POINTE A PITRE,20385.84267927318
PORT LYTTELTON,AKAROA,29974.751988834156
PORT MAITLAND,PORT COLBORNE,27418.036921190665
PORT MANATEE,ST PETERSBURG,15621.925805074776
PORT MATHURIN,PORT LOUIS,620693.1079930814
PORT MCNICOLL,VICTORIA HARBOUR,1316.1785656983986
PORT MELLON,SQUAMISH,30340.26830669095
PORT MOLLER,IVANOF BAY,71553.54244570367
PORT MOODY,PORT COQUITLAM,7487.644469836107
PORT MORESBY,ORO BAY,161765.90051686074
PORT OBRIEN,DRY SPRUCE BAY,27855.031081324123
PORT OCONNOR,PORT LAVACA,28132.830681255407
PORT OF ILHEUS,PORT DE SALVADOR,209090.4170381181
PORT OF LE HAVRE,HONFLEUR,10354.169094558121
PORT OF MEMPHIS,TRI-CITY PORT,405872.9347026834
PORT OF SOHAR,FUJAYRAH HARBOR,78360.14210247454
PORT OKTYABRSK,DNIPRO-BUZKYY,11753.188757284848
PORT ORCHARD,EAST BREMERTON,3911.9313292404845
PORT ORFORD,BANDON,43161.51760203542
PORT OWENDO,LIBREVILLE,12431.947856983672
PORT READING,CHROME,1407.7659210274105
PORT RIKITEA,ATUONA,1540813.2089963532
PORT SAINT LOUIS DU RHONE,FOS,6538.213584073589
PORT SAN JUAN,NEAH BAY,24461.093691263206
PORT SAN JUAN DE LA JUAN,BAHIA AGUA FRESCA,27994.717382801657
PORT SAN LUIS,PISMO BEACH,9818.364239361741
PORT SAN VICENTE,APARRI,55316.86333916557
PORT SIMPSON,PRINCE RUPERT,28540.936722127437
PORT SOCONY,SEWAREN,0.0
PORT SOCONY,PORT SOCONY,0.0
PORT SUDAN,AL KHAIR OIL TERMINAL,2546.208416623839
PORT SULPHUR,GRAND ISLE,41407.95914587718
PORT VITA,DRY SPRUCE BAY,14955.630672325544
PORT WASHINGTON,MILWAUKEE,38941.7176491078
PORT WELLER,PORT DALHOUSIE,4454.96331355353
PORT WHITBY,OSHAWA,9535.84917774472
PORT WILLIAM,HOGG ISLAND,6102.262131089135
PORT WING,CORNUCOPIA,23464.007236144498
PORT-DE-BOUC,FOS,8287.909862972068
PORTHMOS EVRIPOU,CHALKIS,1451.0698346996128
PORTLAND,SOUTH HARPSWELL,20169.37747033045
PORTLAND,VANCOUVER,13037.380635928355
PORTLAND,WARRNAMBOOL,77367.31480287464
PORTLAND HARBOUR,WEYMOUTH HARBOUR,3888.7645621745282
PORTMAHOMACK HARBOR,CROMARTY,20468.497450430306
PORTO ALEGRE,TRAMANDAI,106064.0694730885
PORTO BELO,QUELIMANE,37742.18469601826
PORTO DA PRAIA,PORTO GRANDE,270152.7520704643
PORTO DE LEIXOES,DOURO,4639.312615704904
PORTO DE MUCURIPE,GUAMARE OIL TERMINAL,275423.5089700475
PORTO DE SUAPE,RECIFE,40444.350750352336
PORTO DI CHIOGGIA,PORTO DI MALAMOCCO,11195.707148925658
PORTO DI CORSINI,PORTO DI CHIOGGIA,81553.61514704053
PORTO DI LIDO-VENEZIA,PORTO DI MALAMOCCO,12996.48912260302
PORTO DI MALAMOCCO,PORTO DI CHIOGGIA,11195.707148925658
PORTO DI ORISTANO,PORTO DI ORISTANO,0.0
PORTO DI ORISTANO,ORISTANO,0.0
PORTO DO AMBRIZ,LUANDA,108748.22852441219
PORTO PONTE ROMANO,CARLOFORTE,17064.216025290327
PORTO TORRES,BONIFACIO,88690.15049163619
PORTO VECCHIO,BONIFACIO,24269.782049580448
PORTO VESME,CARLOFORTE,9083.58689447681
PORTOCEL,TUBARAO,52517.5510414205
PORTOFERRAIO,PORTOVECCHIO DI PIOMBINO,21909.30134579349
PORTSMOUTH,NEWBURYPORT,31135.20099059571
PORTSMOUTH,NORFOLK,3706.466307549494
POS'YET,ZARUBINO,23249.375066722823
POTI,SUPSA MARINE TERMINAL,12321.87385156386
POUGHKEEPSIE,NEWBURGH,22624.30959966184
POULSBO,KEYPORT,4467.262536970065
POWELL RIVER,WESTVIEW,3894.4231064413752
POZOS COLORADOS,PUERTO PRODECO,3636.5040974853882
POZZUOLI,BAGNOLI,4207.650078266655
PRAIA DE VITORIA,ANGRA DO HEROISMO,16255.448846440022
PRIMORSK,GAVAN VYSOTSK,28037.53284775449
PRINCE OLAV HARBOR,STROMNESS HARBOR,32086.07093172317
PRINCE RUPERT,PORPOISE HARBOR,11583.881732718577
PRISONERS,CARPINTERIA,43557.46086445838
PROGRESO,CAMPECHE,184006.04118757177
PROSPER,BANDON,5495.423202895976
PROVIDENCE,BRISTOL,18499.169045661765
PROVIDENIYA,SAVOONGA,160152.36320688348
PROVINCETOWN,PLYMOUTH,41458.77126805271
PRUDHOE BAY,BERNARD HARBOR,181199.30133714533
PUERTO ARMUELLES,CHARCO AZUL,5854.483460452672
PUERTO BOLIVAR,PUERTO MARITIMO DE GUAYAQUIL,109904.53542898191
PUERTO BOTADO,SANTA BARBARA DE SAMANA,12251.204478890651
PUERTO CALDERA,PUNTARENAS,14772.193452935762
PUERTO CALDERILLA,PUERTO CALDERA,4963.065001986406
PUERTO CASTRO,PUERTO QUEMCHI,43778.072900519626
PUERTO CHANARAL,PUERTO CALDERA,79938.74187831591
PUERTO COLON,PUERTO CRISTOBAL,4100.015049181384
PUERTO CRISTOBAL,PUERTO COLON,4100.015049181384
PUERTO CUMAREBO,SINT MICHELSBAAI,80871.53335259526
PUERTO DE ASUNCION,CONCORDIA,682854.8225394693
PUERTO DE CORRAL,BAHIA DE VALDIVIA,17320.916269531503
PUERTO DE GANDIA,VALENCIA,52056.597803569064
PUERTO DE HAINA,SANTO DOMINGO,15123.722112390598
PUERTO DE PASAJES,BAYONNE,42001.87112628741
PUERTO DEL CALLAO,LA PAMPILLA OIL TERMINAL,13098.851847339916
PUERTO DEL ROSARIO,ARRECIFE,58798.42493748632
PUERTO GALLEGOS,PUNTA DELGADA,102590.58310168254
PUERTO GUANTANAMO,SANTIAGO DE CUBA,73236.25395733367
PUERTO LA CRUZ,GUANTA,5471.025241379932
PUERTO MARITIMO DE GUAYAQUIL,GUAYAQUIL,9449.459356917298
PUERTO MOIN,PUERTO LIMON,7532.064026141305
PUERTO MONTT,PUERTO QUEMCHI,85606.61117294342
PUERTO MORRO REDONDO,SANTA ROSALIA,296433.2980300762
PUERTO PLATA,PEPILLO SALCEDO,110447.83809928478
PUERTO PRODECO,POZOS COLORADOS,3636.5040974853882
PUERTO QUEPOS,PUERTO CALDERA,80765.16012723981
PUERTO QUETZAL,ACAJUTLA OFFSHORE TERMINAL,107405.79157017337
PUERTO ROSALES,PUERTO BELGRANO,6263.341490002987
PUERTO SAN ANTONIO,BAHIA DE VALPARAISO,61157.305647616835
PUERTO SAN JULIAN,PUERTO SANTA CRUZ,97533.37621920796
PUERTO SAN MARTIN,SAN LORENZO,3706.4663075487997
PUERTO SARA,CALETA CLARENCIA,30405.76164751214
PUERTO SAUCE,COLONIA,36864.27887293811
PUERTO VALLARTA,MANZANILLO,200551.80587586554
PUERTO WILLIAMS,USHUAIA,46625.05054250888
PUERTO YABUCOA,PLAYA DE HUMACAO,15679.97083075808
PUKOO,KAMALO,8843.744413937759
PULAU BUKOM,PULAU SEBAROK,5241.144040595199
PULAU SAMBU,SEKUPANG,4143.912690296154
PUNTA CARDON,LAS PIEDRAS,7631.975583412344
PUNTA DELGADA,PUERTO SARA,47696.63914508604
PUNTA NIZAO OIL TERMINAL,PUERTO DE HAINA,30903.209638070726
PUNTARENAS,PUERTO CALDERA,14772.193452935762
PUSAN,CHINAE,35062.7297747263
PUT IN BAY,PELEE I WEST DOCK,17052.869342538077
PYEONGTAEK HANG,DAESAN HANG,35566.14105095325
QALHAT LNG TERMINAL,MINA QABUS,134645.7965778777
QASIGIANNGUIT-CHRISTIANSHAB,ILLULISSAT (JAKOBSHAVN),44601.63200984351
QEQERTARSUAQ,AASIAAT,64997.95163401029
QINGDAO GANG,RIZHAO,96012.78660724776
QINHUANGDAO,TANGSHAN (JINGTANG),96406.98235933101
QINZHOU,FANG-CHENG,24170.965880428706
QUANZHOU,ZHANGZHOU,50580.51868464157
QUEBEC,PORT DE BECANCOUR,100442.77935945203
QUEEN CHARLOTTE,ALLIFORD BAY,7618.122571254277
QUEENSTON,NIAGARA,9266.221366423912
QUELIMANE,PORTO BELO,37742.18469601826
QUI NHON,NHA TRANG,168645.940517551
QUILON (KOLLAM),TRIVANDRUM,60022.670637663025
QUINCY,BOSTON,13061.971274040912
QUONSET POINT,DAVISVILLE DEPOT,3706.577502650841
QUTDLEQ,KUSANARTOQ,27798.775294370535
RABAUL,KOKOPO,17469.950825422973
RABOCHEOSTROVSK,BELOMORSK,50044.03587657312
RADA DE ARICA,PUERTO ILO,143251.3831531106
RADA DI VADO,SAVONA,7685.491555081047
RADA PUNTA ARENAS,BAHIA AGUA FRESCA,24496.605612279167
RADE DE CHERBOURG,ALDERNEY HARBOUR,41801.451076485646
RAHA ROADSTEAD,BAUBAU,69776.94046265779
RAHJA,HIMANKA,22604.337269063984
RAMBA,PALEMBANG,81301.59319494263
RAMSEY,DOUGLAS,19639.1160569649
RANDERS,MARIAGER,20791.0340961957
RAS  TANNURAH,DAMMAM,15192.089137431285
RAS ABU ZANIMAH,RAS BADRAN OIL TERMINAL,10464.809363395763
RAS AL GHAR,JU AYMAH OIL TERMINAL,16935.32111653628
RAS AL KHAFJI,RAS AL MISHAB,35550.51160607482
RAS GHARIB,RAS SHUKHIER,30049.366787303723
RAS LAFFAN,DOHA,70601.8998374945
RAUFARHOFN,KOPASKER,29561.357069703445
RAUMA,UUSIKAUPUNKI,37455.77832378511
REINE,BALLSTAD,29059.1655107326
REKEFJORD,KIRKEHAMN,19148.02995126369
REMBANG,TUBAN,88423.25159547161
RENSSELAER,RENSSELAER,0.0
RENSSELAER,ALBANY,0.0
RESERVE,DESTREHAN,20864.486972942592
RESOLUTE BAY,POND INLET,631208.7572288668
RICHARDS LANDING,DESBARATS,9696.246488491834
RINGGI COVE,PORT NORO,14414.357677320459
RIO BUENO,FALMOUTH,19423.697196854297
RIO VISTA,ISLETON,8937.600327279339
RISAN,TIVAT,9266.332561524263
RIVIERE DU LOUP,TADOUSSAC,38227.99304157662
RIZE,TRABZON,63145.23701026524
ROAD HARBOR,CRUZ BAY,21451.003972584287
ROCKLAND,THURSO,7604.999876427232
ROCKLAND,THOMASTON,7618.581601436181
ROCKPORT,PORT ARANSAS,20385.842679272722
ROCKPORT,CAMDEN,3706.5775026506913
ROCKPORT,GLOUCESTER,8466.640782366841
ROCKPORT,ALPENA,15054.798286891382
ROCKPORT,ALEXANDRIA BAY,5715.4586201970915
ROCKY POINT,PORT ESQUIVEL,7619.94306337264
RODDICKTON,CONCHE,16476.51622076288
ROGNAN,FAUSKE,16818.124571488584
RONNEBY,KARLSKRONA,18661.52519610889
RORVIK,SALSBRUKET,30087.12630646514
ROSARIO,SAN LORENZO,24121.279124424516
ROSE INLET,HYDABURG,29065.73648384683
ROSTOCK,WISMAR,48919.43724442084
ROTA,APRA HARBOR,95344.14306591803
ROTHESAY HARBOR,LARGS,12038.363139404186
ROTTERDAM,SCHIEDAM,5717.590697997057
RUFISQUE,M BAO OIL TERMINAL,12683.817469191068
RUMOI KO,WAKKANAI,59440.150643906476
RUNDVIK,NORDMALING,4057.61736924779
RYE HARBOUR,FOLKESTONE HARBOUR,34603.1246625961
RYOTU KO,NIIGATA KO,46228.30073342066
SACHS HARBOR,POLICE POINT,199114.42016957467
SACKETS HARBOR,CHAUMONT,13041.091579329024
SACO,KENNEBUNKPORT,14886.933292215972
SACRAMENTO,COURTLAND,28398.383507992534
SAFI,ESSAOUIRA,102215.23377236325
SAGANOSEKI KO,TSUKUMI KO,18532.553927947283
SAGINAW,BAY CITY,19296.457487674357
SAGUNTO,VALENCIA,23834.549512104404
SAIKI KO,TSUKUMI KO,14384.709902786472
SAILOLOF,SALAWATI,28221.713551793902
SAIPAN,TINIAN,26914.654660353295
SAKAI KO,SAKAIMINATO,2389.302735712483
SAKAI-SENBOKU,OSAKA,11119.510117749282
SAKAIDE KO,MARUGAME KO,7157.177516892493
SAKAIMINATO,SAKAI KO,2389.302735712483
SAKATA KO,AKITA-FUNAKAWA KO,101308.32041573766
SALAWATI,KASIM TERMINAL,6681.485325269648
SALDANHA BAY,CAPE TOWN,106722.10896842566
SALEM,BEVERLY,1853.177556224405
SALEM NJ,DEEPWATER POINT,4677.050974401909
SALINA,KRALENDIJK,7413.043810199501
SALINA CRUZ,MINATITLAN,203582.91822487148
SALISBURY,OCEAN CITY,45207.119862961736
SALSBRUKET,RORVIK,30087.12630646514
SAMARAI,DISCOVERY BAY,35236.35681979812
SAMOA,EUREKA,1853.288751325483
SAMOS,PITHAGORION,7556.618240174567
SAMPIT,KUMAI,144891.48237299902
SAMSUN,SINOP,128893.65537451598
SAN CIPRIAN,RIBADEO,37152.97762310948
SAN JUAN,PLAYA DE HUMACAO,51097.25021572686
SAN JUAN DE LA COSTA,PICHILINGUE,39998.73724695564
SAN LORENZO,PUERTO SAN MARTIN,3706.4663075487997
SAN MIGUEL DE COZUMEL,PROGRESO,293695.8177218736
SAN PEDRO,CAPE PALMAS,128565.0480869455
SAN PEDRO,RAMALLO,21616.845719442168
SAN PEDRO DE MACORIS,ANDRES (ANDRES LGN TERMINAL),33454.821568497944
SANAK,KING COVE,70703.99586220866
SANCHEZ,PUERTO BOTADO,17888.13828463538
SAND POINT,BARALOF BAY,11119.510117748618
SANDHAMN,GUSTAVSBERG,30503.25605137677
SANDVIK,TORINA,18640.175969513293
SANDYPOINT,BUCKSPORT,6155.495914700257
SANTA BARBARA,CARPINTERIA,15734.18582659734
SANTA BARBARA DE SAMANA,PUERTO BOTADO,12251.204478890651
SANTA CLARA,MARGOSATUBIG,57718.25324168039
SANTA CLARA,PARANAGUA,590177.445360777
SANTA CRUZ,DAVENPORT,17205.58884026546
SANTA CRUZ (MARINDUQUE ISL),HONDAGUA,53177.969418769426
SANTA CRUZ DE BARAHONA,PUERTO VIEJO DE AZUA,31224.694074191913
SANTA CRUZ DE LA PALMA,SANTA CRUZ DE TENERIFE,150049.09525407286
SANTA CRUZ DE TENERIFE,LAS PALMAS,87359.58617835824
SANTA FE,PARANA,17425.925487937366
SANTA MARTA,PUERTO PRODECO,11119.510117748368
SANTAREM,ITACOATIARA,422577.73396307696
SANTO DOMINGO,PUERTO DE HAINA,15123.722112390598
SANTO THOMAS DE CASTILLA,PUERTO BARRIOS,4113.459343372832
SANTOS,SAO SEBASTIAO,93019.58125484754
SANYA,BASUO,123651.51188806088
SARNIA,POINT EDWARD,1853.2887513246703
SASEBO,IMARI,20214.573326717204
SAUDARKROKUR,BLONDUOS,30416.603557235205
SAUGATUCK,HOLLAND,14069.35996363869
SAULT STE MARIE,GOULAIS BAY,26676.699750382493
SAULT STE MARIE,GOULAIS BAY,28362.314372675966
SAUMLAKI,DARWIN,500949.5773432691
SAVONA,RADA DI VADO,7685.491555081047
SAVOONGA,PROVIDENIYA,160152.36320688348
SAWAKIN HARBOR,BESHAYER OIL TERMINAL,29857.779940341436
SAYDA,SIDON/ZAHRANI TERMINAL,4825.667851697319
SAYREVILLE,SOUTH AMBOY,8659.1191805714
SCHIEDAM,VLAARDINGEN,3430.5682609102405
SCITUATE,QUINCY,21322.886874392403
SCRABSTER HARBOR,SOUTH NESS,28708.49985730382
SEARSPORT,BELFAST,7584.092447720913
SEKIU,NEAH BAY,25922.310951575982
SENBONG,NAJIN,13831.808910032007
SENDAI-SHIOGAMA,ISHINOMAKI KO,26385.363634458565
SEPT ILES,POINTE NOIRE,8027.141276691263
SERPENTINA TERMINAL,ODUDU TERMINAL,41577.655036288925
SEVERODVINSK,ARKHANGELS'K,36028.29960796581
SEWAREN,SEWAREN,0.0
SEWAREN,PORT SOCONY,0.0
SEYDHISFJORDHUR,NESKAUPSTADUR,19654.459546451904
SHARM EL SHEIKH,EAST ZEIT TERMINAL,67182.32814248312
SHARPNESS,AVONMOUTH,28983.945641636165
SHEDIAC,SUMMERSIDE,62316.87638856888
SHEERNESS,ISLE OF GRAIN,3929.8944782875265
SHEERNESS,THAMESPORT,3929.8944782875265
SHEGUIANDAH,LITTLE CURRENT,9355.402613758108
SHEKOU,ZHUHAI,39015.77757696239
SHELTON,HOODSPORT,22380.52887562188
SHIBUSHI WAN,KAGOSHIMA KO,52189.404771359004
SHIKAMA,HIROHATA,1522.4416701694545
SHIMIZU KO,TAGONOURA KO,22350.519852964342
SHIMMINATO,FUSHIKI-TOYAMA,1484.5429740225968
SHIPPEGAN,CARAQUET,18301.425409249994
SHISHMAREF,GRANTLEY HARBOR,109935.69014259828
